Stage,Day,Time,Supplier,Scenario,Value
1,1,17,4,3,1483.2
1,1,17,4,4,1483.2
1,1,17,5,1,1483.2
1,1,17,5,2,1483.2
1,1,17,5,3,1483.2
1,1,17,5,4,1483.2
1,1,17,6,1,1483.2
1,1,17,6,2,1483.2
1,1,17,6,3,1483.2
1,1,17,6,4,1483.2
1,1,18,1,1,1483.2
1,1,18,1,2,1483.2
1,1,18,1,3,1483.2
1,1,18,1,4,1483.2
1,1,18,2,1,1483.2
1,1,18,2,2,1483.2
1,1,18,2,3,1483.2
1,1,18,2,4,1483.2
1,1,18,3,1,1483.2
1,1,18,3,2,1483.2
1,1,18,3,3,1483.2
1,1,18,3,4,1483.2
1,1,18,4,1,1483.2
1,1,18,4,2,1483.2
1,1,18,4,3,1483.2
1,1,18,4,4,1483.2
1,1,18,5,1,1483.2
1,1,18,5,2,1483.2
1,1,18,5,3,1483.2
1,1,18,5,4,1483.2
1,1,18,6,1,1483.2
1,1,18,6,2,1483.2
1,1,18,6,3,1483.2
1,1,18,6,4,1483.2
1,1,19,1,1,1483.2
1,1,19,1,2,1483.2
1,1,19,1,3,1483.2
1,1,19,1,4,1483.2
1,1,19,2,1,1483.2
1,1,19,2,2,1483.2
1,1,19,2,3,1483.2
1,1,19,2,4,1483.2
1,1,19,3,1,1483.2
1,1,19,3,2,1483.2
1,1,19,3,3,1483.2
1,1,19,3,4,1483.2
1,1,19,4,1,1483.2
1,1,19,4,2,1483.2
1,1,19,4,3,1483.2
1,1,19,4,4,1483.2
1,1,19,5,1,1483.2
1,1,19,5,2,1483.2
1,1,19,5,3,1483.2
1,1,19,5,4,1483.2
1,1,19,6,1,1483.2
1,1,19,6,2,1483.2
1,1,19,6,3,1483.2
1,1,19,6,4,1483.2
1,1,20,1,1,1483.2
1,1,20,1,2,1483.2
1,1,20,1,3,1483.2
1,1,20,1,4,1483.2
1,1,20,2,1,1483.2
1,1,20,2,2,1483.2
1,1,20,2,3,1483.2
1,1,20,2,4,1483.2
1,1,20,3,1,1483.2
1,1,20,3,2,1483.2
1,1,20,3,3,1483.2
1,1,20,3,4,1483.2
1,1,20,4,1,1483.2
1,1,20,4,2,1483.2
1,1,20,4,3,1483.2
1,1,20,4,4,1483.2
1,1,20,5,1,1483.2
1,1,20,5,2,1483.2
1,1,20,5,3,1483.2
1,1,20,5,4,1483.2
1,1,20,6,1,1483.2
1,1,20,6,2,1483.2
1,1,20,6,3,1483.2
1,1,20,6,4,1483.2
1,1,21,1,1,1483.2
1,1,21,1,2,1483.2
1,1,21,1,3,1483.2
1,1,21,1,4,1483.2
1,1,21,2,1,1483.2
1,1,21,2,2,1483.2
1,1,21,2,3,1483.2
1,1,21,2,4,1483.2
1,1,21,3,1,1483.2
1,1,21,3,2,1483.2
1,1,21,3,3,1483.2
1,1,21,3,4,1483.2
1,1,21,4,1,1483.2
1,1,21,4,2,1483.2
1,1,21,4,3,1483.2
1,1,21,4,4,1483.2
1,1,21,5,1,1483.2
1,1,21,5,2,1483.2
1,1,21,5,3,1483.2
1,1,21,5,4,1483.2
1,1,21,6,1,1483.2
1,1,21,6,2,1483.2
1,1,21,6,3,1483.2
1,1,21,6,4,1483.2
1,1,22,1,1,1483.2
1,1,22,1,2,1483.2
1,1,22,1,3,1483.2
1,1,22,1,4,1483.2
1,1,22,2,1,1483.2
1,1,22,2,2,1483.2
1,1,22,2,3,1483.2
1,1,22,2,4,1483.2
1,1,22,3,1,1483.2
1,1,22,3,2,1483.2
1,1,22,3,3,1483.2
1,1,22,3,4,1483.2
1,1,22,4,1,1483.2
1,1,22,4,2,1483.2
1,1,22,4,3,1483.2
1,1,22,4,4,1483.2
1,1,22,5,1,1483.2
1,1,22,5,2,1483.2
1,1,22,5,3,1483.2
1,1,22,5,4,1483.2
1,1,22,6,1,1483.2
1,1,22,6,2,1483.2
1,1,22,6,3,1483.2
1,1,22,6,4,1483.2
1,1,23,1,1,1483.2
1,1,23,1,2,1483.2
1,1,23,1,3,1483.2
1,1,23,1,4,1483.2
1,1,23,2,1,1483.2
1,1,23,2,2,1483.2
1,1,23,2,3,1483.2
1,1,23,2,4,1483.2
1,1,23,3,1,1483.2
1,1,23,3,2,1483.2
1,1,23,3,3,1483.2
1,1,23,3,4,1483.2
1,1,23,4,1,1483.2
1,1,23,4,2,1483.2
1,1,23,4,3,1483.2
1,1,23,4,4,1483.2
1,1,23,5,1,1483.2
1,1,23,5,2,1483.2
1,1,23,5,3,1483.2
1,1,23,5,4,1483.2
1,1,23,6,1,1483.2
1,1,23,6,2,1483.2
1,1,23,6,3,1483.2
1,1,23,6,4,1483.2
1,1,24,1,1,1483.2
1,1,24,1,2,1483.2
1,1,24,1,3,1483.2
1,1,24,1,4,1483.2
1,1,24,2,1,1483.2
1,1,24,2,2,1483.2
1,1,24,2,3,1483.2
1,1,24,2,4,1483.2
1,1,24,3,1,1483.2
1,1,24,3,2,1483.2
1,1,24,3,3,1483.2
1,1,24,3,4,1483.2
1,1,24,4,1,1483.2
1,1,24,4,2,1483.2
1,1,24,4,3,1483.2
1,1,24,4,4,1483.2
1,1,24,5,1,1483.2
1,1,24,5,2,1483.2
1,1,24,5,3,1483.2
1,1,24,5,4,1483.2
1,1,24,6,1,1483.2
1,1,24,6,2,1483.2
1,1,24,6,3,1483.2
1,1,24,6,4,1483.2
1,2,1,1,1,1483.2
1,2,1,1,2,1483.2
1,2,1,1,3,1483.2
1,2,1,1,4,1483.2
1,2,1,2,1,1483.2
1,2,1,2,2,1483.2
1,2,1,2,3,1483.2
1,2,1,2,4,1483.2
1,2,1,3,1,1483.2
1,2,1,3,2,1483.2
1,2,1,3,3,1483.2
1,2,1,3,4,1483.2
1,2,1,4,1,1483.2
1,2,1,4,2,1483.2
1,2,1,4,3,1483.2
1,2,1,4,4,1483.2
1,2,1,5,1,1483.2
1,2,1,5,2,1483.2
1,2,1,5,3,1483.2
1,2,1,5,4,1483.2
1,2,1,6,1,1483.2
1,2,1,6,2,1483.2
1,2,1,6,3,1483.2
1,2,1,6,4,1483.2
1,2,2,1,1,1483.2
1,2,2,1,2,1483.2
1,2,2,1,3,1483.2
1,2,2,1,4,1483.2
1,2,2,2,1,1483.2
1,2,2,2,2,1483.2
1,2,2,2,3,1483.2
1,2,2,2,4,1483.2
1,2,2,3,1,1483.2
1,2,2,3,2,1483.2
1,2,2,3,3,1483.2
1,2,2,3,4,1483.2
1,2,2,4,1,1483.2
1,2,2,4,2,1483.2
1,2,2,4,3,1483.2
1,2,2,4,4,1483.2
1,2,2,5,1,1483.2
1,2,2,5,2,1483.2
1,2,2,5,3,1483.2
1,2,2,5,4,1483.2
1,2,2,6,1,1483.2
1,2,2,6,2,1483.2
1,2,2,6,3,1483.2
1,2,2,6,4,1483.2
1,2,3,1,1,1483.2
1,2,3,1,2,1483.2
1,2,3,1,3,1483.2
1,2,3,1,4,1483.2
1,2,3,2,1,1483.2
1,2,3,2,2,1483.2
1,2,3,2,3,1483.2
1,2,3,2,4,1483.2
1,2,3,3,1,1483.2
1,2,3,3,2,1483.2
1,2,3,3,3,1483.2
1,2,3,3,4,1483.2
1,2,3,4,1,1483.2
1,2,3,4,2,1483.2
1,2,3,4,3,1483.2
1,2,3,4,4,1483.2
1,2,3,5,1,1483.2
1,2,3,5,2,1483.2
1,2,3,5,3,1483.2
1,2,3,5,4,1483.2
1,2,3,6,1,1483.2
1,2,3,6,2,1483.2
1,2,3,6,3,1483.2
1,2,3,6,4,1483.2
1,2,4,1,1,1483.2
1,2,4,1,2,1483.2
1,2,4,1,3,1483.2
1,2,4,1,4,1483.2
1,2,4,2,1,1483.2
1,2,4,2,2,1483.2
1,2,4,2,3,1483.2
1,2,4,2,4,1483.2
1,2,4,3,1,1483.2
1,2,4,3,2,1483.2
1,2,4,3,3,1483.2
1,2,4,3,4,1483.2
1,2,4,4,1,1483.2
1,2,4,4,2,1483.2
1,2,4,4,3,1483.2
1,2,4,4,4,1483.2
1,2,4,5,1,1483.2
1,2,4,5,2,1483.2
1,2,4,5,3,1483.2
1,2,4,5,4,1483.2
1,2,4,6,1,1483.2
1,2,4,6,2,1483.2
1,2,4,6,3,1483.2
1,2,4,6,4,1483.2
1,2,5,1,1,1483.2
1,2,5,1,2,1483.2
1,2,5,1,3,1483.2
1,2,5,1,4,1483.2
1,2,5,2,1,1483.2
1,2,5,2,2,1483.2
1,2,5,2,3,1483.2
1,2,5,2,4,1483.2
1,2,5,3,1,1483.2
1,2,5,3,2,1483.2
1,2,5,3,3,1483.2
1,2,5,3,4,1483.2
1,2,5,4,1,1483.2
1,2,5,4,2,1483.2
1,2,5,4,3,1483.2
1,2,5,4,4,1483.2
1,2,5,5,1,1483.2
1,2,5,5,2,1483.2
1,2,5,5,3,1483.2
1,2,5,5,4,1483.2
1,2,5,6,1,1483.2
1,2,5,6,2,1483.2
1,2,5,6,3,1483.2
1,2,5,6,4,1483.2
1,2,6,1,1,1483.2
1,2,6,1,2,1483.2
1,2,6,1,3,1483.2
1,2,6,1,4,1483.2
1,2,6,2,1,1483.2
1,2,6,2,2,1483.2
1,2,6,2,3,1483.2
1,2,6,2,4,1483.2
1,2,6,3,1,1483.2
1,2,6,3,2,1483.2
1,2,6,3,3,1483.2
1,2,6,3,4,1483.2
1,2,6,4,1,1483.2
1,2,6,4,2,1483.2
1,2,6,4,3,1483.2
1,2,6,4,4,1483.2
1,2,6,5,1,1483.2
1,2,6,5,2,1483.2
1,2,6,5,3,1483.2
1,2,6,5,4,1483.2
1,2,6,6,1,1483.2
1,2,6,6,2,1483.2
1,2,6,6,3,1483.2
1,2,6,6,4,1483.2
1,2,7,1,1,1483.2
1,2,7,1,2,1483.2
1,2,7,1,3,1483.2
1,2,7,1,4,1483.2
1,2,7,2,1,1483.2
1,2,7,2,2,1483.2
1,2,7,2,3,1483.2
1,2,7,2,4,1483.2
1,2,7,3,1,1483.2
1,2,7,3,2,1483.2
1,2,7,3,3,1483.2
1,2,7,3,4,1483.2
1,2,7,4,1,1483.2
1,2,7,4,2,1483.2
1,2,7,4,3,1483.2
1,2,7,4,4,1483.2
1,2,7,5,1,1483.2
1,2,7,5,2,1483.2
1,2,7,5,3,1483.2
1,2,7,5,4,1483.2
1,2,7,6,1,1483.2
1,2,7,6,2,1483.2
1,2,7,6,3,1483.2
1,2,7,6,4,1483.2
1,2,8,1,1,1483.2
1,2,8,1,2,1483.2
1,2,8,1,3,1483.2
1,2,8,1,4,1483.2
1,2,8,2,1,1483.2
1,2,8,2,2,1483.2
1,2,8,2,3,1483.2
1,2,8,2,4,1483.2
1,2,8,3,1,1483.2
1,2,8,3,2,1483.2
1,2,8,3,3,1483.2
1,2,8,3,4,1483.2
1,2,8,4,1,1483.2
1,2,8,4,2,1483.2
1,2,8,4,3,1483.2
1,2,8,4,4,1483.2
1,2,8,5,1,1483.2
1,2,8,5,2,1483.2
1,2,8,5,3,1483.2
1,2,8,5,4,1483.2
1,2,8,6,1,1483.2
1,2,8,6,2,1483.2
1,2,8,6,3,1483.2
1,2,8,6,4,1483.2
1,2,9,1,1,1483.2
1,2,9,1,2,1483.2
1,2,9,1,3,1483.2
1,2,9,1,4,1483.2
1,2,9,2,1,1483.2
1,2,9,2,2,1483.2
1,2,9,2,3,1483.2
1,2,9,2,4,1483.2
1,2,9,3,1,1483.2
1,2,9,3,2,1483.2
1,2,9,3,3,1483.2
1,2,9,3,4,1483.2
1,2,9,4,1,1483.2
1,2,9,4,2,1483.2
1,2,9,4,3,1483.2
1,2,9,4,4,1483.2
1,2,9,5,1,1483.2
1,2,9,5,2,1483.2
1,2,9,5,3,1483.2
1,2,9,5,4,1483.2
1,2,9,6,1,1483.2
1,2,9,6,2,1483.2
1,2,9,6,3,1483.2
1,2,9,6,4,1483.2
1,2,10,1,1,1483.2
1,2,10,1,2,1483.2
1,2,10,1,3,1483.2
1,2,10,1,4,1483.2
1,2,10,2,1,1483.2
1,2,10,2,2,1483.2
1,2,10,2,3,1483.2
1,2,10,2,4,1483.2
1,2,10,3,1,1483.2
1,2,10,3,2,1483.2
1,2,10,3,3,1483.2
1,2,10,3,4,1553.437346314
1,2,10,4,1,1483.2
1,2,10,4,2,1483.2
1,2,10,4,3,1483.2
1,2,10,4,4,1483.2
1,2,10,5,1,1483.2
1,2,10,5,2,1483.2
1,2,10,5,3,1483.2
1,2,10,5,4,1483.2
1,2,10,6,1,1483.2
1,2,10,6,2,1483.2
1,2,10,6,3,1483.2
1,2,10,6,4,1483.2
1,2,11,1,1,1668.6
1,2,11,1,2,1668.6
1,2,11,1,3,1483.2
1,2,11,1,4,1483.2
1,2,11,2,1,1483.2
1,2,11,2,2,1668.6
1,2,11,2,3,1668.6
1,2,11,2,4,1483.2
1,2,11,3,1,1483.2
1,2,11,3,2,1668.6
1,2,11,3,3,1483.2
1,2,11,3,4,1680.37160939
1,2,11,4,1,1483.2
1,2,11,4,2,1487.277483598
1,2,11,4,3,1668.6
1,2,11,4,4,1483.2
1,2,11,5,1,1483.2
1,2,11,5,2,1668.6
1,2,11,5,3,1668.6
1,2,11,5,4,1483.2
1,2,11,6,1,1668.6
1,2,11,6,2,1668.6
1,2,11,6,3,1668.6
1,2,11,6,4,1668.6
1,2,12,1,1,1689.2
1,2,12,1,2,1854
1,2,12,1,3,1668.6
1,2,12,1,4,1483.2
1,2,12,2,1,1503.8
1,2,12,2,2,1854
1,2,12,2,3,1689.2
1,2,12,2,4,1483.2
1,2,12,3,1,1668.6
1,2,12,3,2,1689.2
1,2,12,3,3,1503.8
1,2,12,3,4,1865.77160939
1,2,12,4,1,1668.6
1,2,12,4,2,1672.677483598
1,2,12,4,3,1689.2
1,2,12,4,4,1483.2
1,2,12,5,1,1483.2
1,2,12,5,2,1854
1,2,12,5,3,1689.2
1,2,12,5,4,1668.6
1,2,12,6,1,1854
1,2,12,6,2,1689.2
1,2,12,6,3,1689.2
1,2,12,6,4,1854
1,2,13,1,1,1689.2
1,2,13,1,2,1854
1,2,13,1,3,1689.2
1,2,13,1,4,1483.2
1,2,13,2,1,1503.8
1,2,13,2,2,1854
1,2,13,2,3,1689.2
1,2,13,2,4,1483.2
1,2,13,3,1,1668.6
1,2,13,3,2,1689.2
1,2,13,3,3,1503.8
1,2,13,3,4,1865.77160939
1,2,13,4,1,1668.6
1,2,13,4,2,1672.677483598
1,2,13,4,3,1689.2
1,2,13,4,4,1483.2
1,2,13,5,1,1483.2
1,2,13,5,2,1854
1,2,13,5,3,1689.2
1,2,13,5,4,1668.6
1,2,13,6,1,1854
1,2,13,6,2,1689.2
1,2,13,6,3,1689.2
1,2,13,6,4,1854
1,2,14,1,1,1689.2
1,2,14,1,2,1854
1,2,14,1,3,1689.2
1,2,14,1,4,1483.2
1,2,14,2,1,1689.2
1,2,14,2,2,1854
1,2,14,2,3,1689.2
1,2,14,2,4,1483.2
1,2,14,3,1,1689.2
1,2,14,3,2,1689.2
1,2,14,3,3,1503.8
1,2,14,3,4,1865.77160939
1,2,14,4,1,1854
1,2,14,4,2,1672.677483598
1,2,14,4,3,1689.2
1,2,14,4,4,1483.2
1,2,14,5,1,1668.6
1,2,14,5,2,1854
1,2,14,5,3,1689.2
1,2,14,5,4,1668.6
1,2,14,6,1,1854
1,2,14,6,2,1689.2
1,2,14,6,3,1689.2
1,2,14,6,4,1854
1,2,15,1,1,1689.2
1,2,15,1,2,1854
1,2,15,1,3,1689.2
1,2,15,1,4,1483.2
1,2,15,2,1,1689.2
1,2,15,2,2,1874.6
1,2,15,2,3,1689.2
1,2,15,2,4,1483.2
1,2,15,3,1,1689.2
1,2,15,3,2,1689.2
1,2,15,3,3,1503.8
1,2,15,3,4,1865.77160939
1,2,15,4,1,1854
1,2,15,4,2,1858.077483598
1,2,15,4,3,1689.2
1,2,15,4,4,1483.2
1,2,15,5,1,1668.6
1,2,15,5,2,2039.4
1,2,15,5,3,1689.2
1,2,15,5,4,1668.6
1,2,15,6,1,1854
1,2,15,6,2,1689.2
1,2,15,6,3,1689.2
1,2,15,6,4,1854
1,2,16,1,1,1689.2
1,2,16,1,2,1854
1,2,16,1,3,1689.2
1,2,16,1,4,1483.2
1,2,16,2,1,1689.2
1,2,16,2,2,1874.6
1,2,16,2,3,1689.2
1,2,16,2,4,1483.2
1,2,16,3,1,1689.2
1,2,16,3,2,1689.2
1,2,16,3,3,1503.8
1,2,16,3,4,1865.77160939
1,2,16,4,1,1854
1,2,16,4,2,1858.077483598
1,2,16,4,3,1689.2
1,2,16,4,4,1483.2
1,2,16,5,1,1668.6
1,2,16,5,2,2039.4
1,2,16,5,3,1689.2
1,2,16,5,4,1668.6
1,2,16,6,1,1854
1,2,16,6,2,1689.2
1,2,16,6,3,1689.2
1,2,16,6,4,1854
1,2,17,1,1,1689.2
1,2,17,1,2,1854
1,2,17,1,3,1689.2
1,2,17,1,4,1483.2
1,2,17,2,1,1689.2
1,2,17,2,2,1874.6
1,2,17,2,3,1689.2
1,2,17,2,4,1483.2
1,2,17,3,1,1689.2
1,2,17,3,2,1874.6
1,2,17,3,3,1503.8
1,2,17,3,4,1865.77160939
1,2,17,4,1,1854
1,2,17,4,2,1858.077483598
1,2,17,4,3,1689.2
1,2,17,4,4,1483.2
1,2,17,5,1,1668.6
1,2,17,5,2,2039.4
1,2,17,5,3,1689.2
1,2,17,5,4,1668.6
1,2,17,6,1,1854
1,2,17,6,2,1689.2
1,2,17,6,3,1689.2
1,2,17,6,4,1854
1,2,18,1,1,1689.2
1,2,18,1,2,1854
